PT	AU	BA	CA	GP	RI	OI	BE	Z2	TI	X1	Y1	Z1	FT	PN	AE	Z3	SO	S1	SE	BS	VL	IS	SI	MA	BP	EP	AR	DI	D2	EA	EY	SU	PD	PY	AB	X4	Y4	Z4	AK	CT	CY	SP	CL	TC	Z8	ZR	ZB	ZS	Z9	U1	U2	SN	EI	BN	UT	PM	
J	Thornes, John E.								Cultural climatology and the representation of sky, atmosphere, weather and climate in selected art works of Constable, Monet and Eliasson								GEOFORUM				39	2			570	580		10.1016/j.geoforum.2006.10.015					MAR 2008	2008	The visual turn presents new challenges and methodologies for the pursuit of geography as we seek to communicate our ideas and understanding within and beyond the discipline. This paper attempts to show the potential importance of visual culture within a field that we may call cultural climatology. Cultural climatology seeks to explore the dialectic between society and atmosphere, weather and climate at a variety of temporal and spatial scales. A new visual approach to cultural climatology is presented as a possible way of stimulating conversations across the divide between the social and physical sciences. Images and visualisation assert their presence in the understanding, modelling and communication of many nature/culture debates, highlighting a need both for visual literacy across geography, and for social and physical scientists to share their visual methodologies. Cultural climatologists, like other scientists, need visual methodologies for both the critical construction and deconstruction of the images they wish to present and with which they are confronted. To illustrate the importance of visual literacy for cultural climatologists this paper introduces a sample of works from three artists: Constable, Monet and Eliasson. It shows how an exploration of their work (via a theory of pictures) could help to provide: firstly a methodology for understanding the cultural symbolism of skies and weather; secondly an assessment of the urban atmosphere in London at the turn of the 20th century and thirdly an example of the effective representation of atmosphere, weather and climate involving public participation and understanding. Lessons learned from deconstructing these works of art will then be used to suggest improvements in the visualisation of weather in the production and consumption of weather forecasts (thus, picturing theory). (C) 2007 Elsevier Ltd. All rights reserved.									30	0	0	2	0	30			0016-7185			WOS:000254925000006		
J	Spalter, Anne Morgan; van Dam, Andries								Digital visual literacy								THEORY INTO PRACTICE				47	2			93	101		10.1080/00405840801992256					SPR 2008	2008	Like other literacies (textual literacy, numeracy), digital visual literacy (DVL) is the ability both to create and to understand certain types of information, in this case visual materials created with a computer DVL is now essential in many daily life and workplace tasks, from looking critically at newspaper images or TV evening news to using a digital camera, making a Web site, creating presentations, and modeling and visualizing data in virtually all of the sciences. DVL is, of course, also now essential in all visually oriented disciplines. Defining the underlying principles of DVL and integrating it into established curricula presents many challenges. This article describes some of these and the authors' responses, using experiences from an innovative course at Brown University and a larger-scale community-collegebased project, Digital Visual Literacy.									9	0	0	0	0	9			0040-5841			WOS:000255894100003		
J	Metros, Susan E.								The educator's role in preparing visually literate learners								THEORY INTO PRACTICE				47	2			102	+		10.1080/00405840801992264					SPR 2008	2008	Contemporary culture has become increasingly dependent on the visual, especially for its capacity to communicate instantly and universally. Advances in technology fueled this shift. Students must learn to cope with and intelligently contribute to a culture rife with easy access to the visually rich Web, photo dependant social networks, video saturated media, and graphically sophisticated entertainment and gaming. To address this challenge, some educators are transforming their school districts' and institutions' core curricula to include visual literacy requirements and preparing themselves for this shift from text to image by learning how to teach using new forms of media. In addition, educators are providing opportunities for students to be successful consumers and producers of new media by teaching them to analyze and interpret and to create and compose visual images and messages. Students must also learn how to make ethical judgments about a visual message's accuracy, validity, and worth.									36	0	0	0	0	36			0040-5841			WOS:000255894100004		
B	Northcut, Kathryn			IEEE					Assessment of Visual Artifacts in the Information Economy								2008 IEEE INTERNATIONAL PROFESSIONAL COMMUNICATION CONFERENCE								239	245							2008	2008	Assessment of technical visual representations poses challenges for professionals in both academic and non-academic settings. Recent research demonstrates the challenge faced by technical communicators who assume responsibility for visual communication with little or no formal training in design or related fields [1]. Because many people now responsible for oversight, editing, and production of visual communication are primarily verbal communicators, we tend to either ignore matters of design or superimpose linguistic evaluation strategies onto images. The alternative model suggested here pulls from the rich scholarship based on Gestalt, narrative, and semiotic theories to shape an assessment heuristic that encourages visual assessment based on some foundational tenets of visual literacy.					IEEE International Professional Communication ConferenceIEEE International Professional Communication Conference	JUL 13-16, 2008JUL 13-16, 2008	IEEEIEEE	Montreal, CANADAMontreal, CANADA	0	0	0	0	0	0					978-1-4244-2085-8	WOS:000261404200035		
J	KimJaeWoong; 박유신								The Educational Importances of Abstract Animation in VCAE			시각문화교육에서 추상 애니메이션이 가지는 교육적 가능성					Art Education Research Review	미술교육논총			22	3			131	156							2008	2008	This article is a basic study for the development of educational program for abstract animation in the field of Visual Culture Art Education (VCAE). The image, in modern society, has an important aesthetic meaning not only associated with space but also with time. Visual literacy has crucial meaning not just in reading and writing of singe image, but also in arrangement of images in context with diachrony. The abstract animation has educational importance in fundamental movement by modernist artist related with temporal and kinetic image, art work with historical meaning, and as one of phenomena of modern visual art. The abstract animation excludes narrative and representative image with purpose, creates pure movement of form and color temporally, and creates artistic and emotional images by doing these. At the same time, the abstract animation is synthetic education with musical music along with the tradition from Kandinsky. Also, the abstract animation has deep relation with aesthetic experience of visual culture, which focuses on voluptuous visual images excluding narrative. This article elucidates historical background and characteristics of abstract animation, and discusses importance of abstract animation in terms of Visual Culture Art Education.				본고는 시각문화교육에서 추상 애니메이션의 교육적 프로그램 개발을 위한 기초연구이다. 추상 애니메이션은 이미지의 시간성 및 운동성과 관련된 모더니스트 예술가들의 실험적 작품으로서, 그리고 미술사적 의미를 가진 예술작품이자 현대의 시각문화의 한 양상으로서 교육적 중요성을 가지고 있다. 추상 애니메이션은 의도적으로 서사와 재현적 이미지를 배제하고 시간 안에서 순수한 형과 색의 움직임을 창조함으로서, 예술적이고 정서적인 의미를 창출한다. 동시에 추상 애니메이션은 총체 예술적 성격을 지니기도 한다. 현대 사회의 시각 문화에서 이미지는 공간 뿐 아니라 시간과 관련해서도 중요한 미학적 의미를 가진다. 추상 애니메이션은 시각문화의 지각적 체험과 관계가 깊다는 점에서도 시각문화교육적 측면에서 의미가 깊다고 할 수 있다. 본고에서는 추상애니메이션의 역사적 배경과 성격을 밝히고, 시각문화교육적 의미의 중요성에 대하여 논의하였다.					0	0	0	0	0	0			1229-0440			KJD:ART001295151		
J	Sohn, Youngsil								A Study on Visual Literacy and Artistic Practice: Discussion of the Visual Culture based on the Documentary			시각적 리터러시와 예술적 실행: 다큐멘타리에 기반한 시각 문화에의 논의					Bulletin of Korean Society of Basic Design & Art	기초조형학연구			9	2			483	492							2008	2008	This study has focused on the analysis of extended visual literacy of works of the artists using the documentary images. Their artistic work takes on the aspect of cultural practice as the mirror of visual culture. Documentary images must be considered as a sign which indicates an extended role of media in our society. And also they indicate an increased visual literacy on the part of image makers such as artists, photographers and film makers as well as viewers. The artists mentioned here differ in degree to which reflection on the documentary tradition in their work. Nevertheless, what is common in their work is that they analyze and comment on the structure and effect of documentary images in the mass media. This testifies to an increased visual literacy among artists and also makes an appeal for it. The discussion about documentary in an art context should take visual literacy as a starting point. Our visual culture has adopted the vocabulary of documentary. Documentary which functions as mirror of visual culture can be considered as a cultural practice and has provided many possibilities of reflecting the word around us. The consideration of documentary in art context makes possible to evaluate the meaning and value of documentary photography and film. The discussion on visual literacy in the digital environment has been extended into that of digital literacy and will be considered more importantly in aspect of communication.									0	0	0	0	0	0			1598-8635			KJD:ART001260241		
J	Kye, Lu Jin; Cha, Tae Ho								A Study on The Visual Literacy of Parody Advertisement			패러디 광고의 비주얼 리터러시에 관한 연구					Journal of Korean Society of Communication Design	정보디자인학연구			11	1			13	24							2008	2008	Today the advertisement has the form and a position of various ways dramatization from direction of a ceremony and it is coming to be delivered in the consumer. The namely advertisement is close with our daily life and it becomes the fire tube and as one world which is experienced with actuality only the economic function which is an economic realization of the goods it knows, It reflects our life and the culture role which is important it composes it accomplishes. The research like this against an advertisement and media was started 90's the trust regarding the mass media of end existing shakes as. This research by the media the images which is expressed of the speech and the writing from what kind of context lower part, By what kind of intention or a method it was edited to research, criticism interpretation it led and creation of public communication hazard it endeavored. Finally the advertisement which is a visual literacy reading and writing and to lead text revealing putting out and as to reveal the meaning the structure of communication of for with each other and putting out is a possibility of doing.The research which it sees as culture the parody advertisement which accomplishes the part of our life the ticket should have been damaged how from real life, The image and text of advertisement reading and writing knowledge and the gain and loss against a text with character, There will be a place where it creates a culture and this hold of them it will be done and the role, It delivers from text and against meaning of the communication which does to sleep it examines and to sleep it does.				현대 사회에서 광고는 각양각색의 형태와 포지션을 가지고 수용자들에게 전달되어지고 있다. 즉 광고는 우리의 일상생활과 밀접하게 연관되어 현실로 경험되는 하나의 세계로서 상품의 경제적 실현이라는 경제적 기능 뿐 아니라, 우리의 생활을 반영하고 구성하는 중요한 문화적 역할을 수행하고 있다. 이러한 광고와 매체에 대한 연구는 90년대 말 기존의 매스 미디어에 대한 신뢰가 흔들림으로서 시작되었다. 이 연구는 미디어에 의해 표현된 언설과 이미지들이 어떠한 문맥아래서, 어떠한 의도나 방법에 의해 편집되었는가를 연구하여 비판적 해석을 통해 공공적 커뮤니케이션의 창출을 위해 노력하였다. 결국 비주얼 리터러시란 광고의 읽고 쓰기를 통해 텍스트 상호간의 커뮤니케이션의 구조를 밝혀냄으로서 그 의미를 밝혀내는 것이라 할 수 있다.본 연구는 문화로서 우리 생활의 일부를 이루고 있는 패러디 광고가 실생활에서 어떻게 표상하고 있는지를 광고의 이미지와 텍스트의 읽고 쓰는 법을 바탕으로 텍스트에 대한 지식과 이해, 문화를 창조하는데 있어서 그들이 차지하게 될 역할과 텍스트에서 전달하고자 하는 커뮤니케이션의 의미에 대해 알아보고자 한다.					0	0	0	0	0	0			2092-9633			KJD:ART001471026		
J	김영민								Visual Literacy and Transgression: Rereading Vertigo from Lacanian Gaze								Journal of Lacan & Contemporary Psychoanalysis	라깡과 현대정신분석			10	2			273	295							2008	2008	When touching on "kino-eye" in his Organs without Bodies (2004), Zizek provides an analysis of Alfred Hitchcock's Vertigo's "captivating force of a sublime image," and gives a critique of the "excessive subjective engagement of the theorists in Hitchcock's films," suggesting what he calls "a theory of misrepresentations and mistakes." According to Zizek, critics often blur the borderline between what a viewer sees on the screen and what the viewer invests with his/her libidinal investment in it in the form of hallucinatory supplements or distortions:In fact, Zizek argues that the shot of Madeleine's profile is totally subjectivized, depicting not what Scottie effectively sees but what he imagines, that is, his hallucinatory inner vision, and that this shot of the profile of Madeleine lets us encounter the "kino-eye" which functions as the "organ-without-body," the camera as a partial object, as an "eye" torn from the subject and freely thrown around. As Zizek perceives, in our daily lives, we encounter the uncanny moments when we catch sight of our own image which is not looking back at us. In other words, our specular image is torn away from us and our look is no longer looking at ourselves. Zizek's insightful comments is based upon his assumption that "what we see on the screen is the result of well-crafted tricks." Then, why this imaginary distortions and hallucinatory supplements? In fact, Zizek's Lacanian interpretation is insufficient to elaborate the split between the eye and the gaze, the split which is central in the discussion of the drive in relation to desire, subject, and the unconscious manifested in the scopic field. I would argue that one needs a certain elaborate schemata or interpretive topology from which one can visualize what one attempts to say. Gaze in terms of anamorphosis, visual literacy, and the schema of the hoop net is a candidate for such topology, and the modus operandi comes from the concept of transgression. My contention is that if one read Vertigo in terms of what Lacan says rather than what Zizek interprets in a Lacanian perspective, one can encounter a richer version of the analysis of the film under discussion.									0	0	0	0	0	0			1229-666X			KJD:ART001301478		
J	안성혜								Strategic Planning for Initiating Local Cultural Festivals			지역문화축제 활성화를 위한 전략적 기획 방안의 모색					The Journal of the Korea Contents Association	한국콘텐츠학회 논문지			8	12			168	175							2008	2008	As the travel industry grows and becomes increasingly more competitive, municipal governments have undertaken great efforts to maximize limited resources and develop their local economies by initiating and developing cultural festivals. Such festivals and events have become an efficient mechanism to enhance their image, increase tourism, and ultimately, stimulate their economy. However, marketing efforts to scale globally typically falter due to various factors: lack of originality, poor quality of contents, and a scarcity of competitive power. Hence, I wish to propose a model for developing cultural semiology and visual literacy, with storytelling utilized as a means of strategically illustrating local cultural festival contents. Subsequently, it is expected that such a model can underpin the importance of developing coherent edutainment content while illustrating the true meaning/value of local festivals.				지방자치시대가 개막된 이래 지방정부들은 바람직한 지역경제발전의 수단으로서, 한정된 자원으로 최대의 효과를 노리기 위해 내 고장 마케팅과 지역축제 활성화에 많은 노력을 기울이고 있다. 지역문화축제는 무형의 관광자원으로서 지역 활성화와 지역이미지 개선의 효율적인 수단이 되며, 문화관련 상품의 개발과 문화이벤트 등을 통해 지역소득증대에 기여하는 무한한 잠재력이 있기 때문이다. 그러나 현재의 지역문화축제는 독창성의 부재와 콘텐츠의 빈약 등 질적인 측면에서의 경쟁력 부재로 인해 그 잠재력을 세계화하지 못하고 있다. 본 논문은 지역문화에 기반한 독창성있는 축제 콘텐츠를 기획하기 위한 전략적 방안으로서 문화기호학의 의미생성모델과 스토리텔링을 통한 비주얼 리터러시를 제안하고자 하며, 이는 에듀테인먼트로서 축제의 의미와 그 기능을 확장해 보고자 하는 것이다.					0	0	0	0	0	0			1598-4877			KJD:ART001305333		
J	Griffin, Michael								Visual competence and media literacy: can one exist without the other?								VISUAL STUDIES				23	2			113	129		10.1080/14725860802276255					2008	2008	In the last 20 years the notion that images overpower words, and the belief that a decreasing lexical literacy among the young has been offset by an increasing visual literacy, has been repeated often enough to become accepted wisdom. Yet the precise nature of visual literacy among the young and the relationship between visual competencies and the notion of media literacy have not been fully explored or adequately specified. Concepts of visual literacy and media literacy are unproductively conflated, and visual competencies are too often assumed on the part of those that exhibit familiarity with media culture. This essay compares and analyses notions of visual competence and media literacy and argues that: (1) a cultivated awareness of the production of visual forms and characteristics, and their implications, is necessary for what has been described in the literature as 'media literacy'; and (2) the acquisition of visual analysis skills pre-requires a broader operational context of media literacy. Through an examination of images from religious painting to news coverage the article argues that visual competencies and media literacy skills may, indeed, be mutually dependent.									7	0	0	0	0	7			1472-586X			WOS:000265696800002		
J	Oliveira, Sara								Explorando o texto visual em sala de aula	Exploring visual text in the classroom							Trabalhos em Linguística Aplicada				46	2			181	197		10.1590/s0103-18132007000200004					2007-12	2007	Choices are ideologically constructed. Images are fruit of choices. Therefore, images are an ideological way to represent both the world around us and the intentions of those who produce them. What learning situations should we create that could work as effective counter-strategies to keep our students´ own choices as independent and unbiased as possible in the daily ideological bombing they are submitted by media and hypermedia in the contemporary society? The purpose of this paper is to explore the new literacies that could provide students with the necessary skills to understand and generate visual texts. In order to do that we discuss the concept of visual literacy and what semiotic resources are used to the production and strengthening of social relations. The theoretical foundation is based on Kress and van Leeuwen´s social semiotics, whose insights orient the news photo analysis accomplished in the last section of this work.		Escolhas são ideologicamente construídas. Imagens são fruto de escolhas. Portanto, as imagens são uma maneira ideologizada de representar tanto o mundo que nos cerca quanto as intenções daqueles que as produzem. Que situações de aprendizagem devemos oportunizar para nossos alunos, que funcionem como contra-estratégias eficazes às escolhas ideologizadas dos produtores midiáticos e hipermidiáticos de mensagens visuais da sociedade contemporânea? A proposta deste trabalho é explorar o viés dos novos letramentos, os quais incluem, dentre outras coisas, o desenvolvimento de habilidades para a compreensão e geração de textos visuais. Para tanto, discutimos o conceito de letramento visual e que recursos semióticos são utilizados no texto visual para a criação, estruturação e legitimação de relações sociais. A fundamentação teórica está baseada na semiótica social, de Kress & Van Leeuwen, cujos insights orientam a análise de uma foto jornalística apresentada no final deste trabalho.							0	0	0	0	1	1			2175-764X			SCIELO:S0103-18132007000200004		
J	Constandinidou-Semoglou, Ourania								Early childhood education and adult-oriented advertising discourse								EUROPEAN EARLY CHILDHOOD EDUCATION RESEARCH JOURNAL				15	3			329	341		10.1080/13502930701679288					SEP 2007	2007	Much of the advertising content children see is adult-oriented. However, research has focused on commercials designed for child audiences. Also, whether advertising is commercially successful or not, it constitutes a 'form of acculturation'. However, research is mainly focused on perception of the commercial dimension of advertising, and does not treat advertisements as an integrated discourse. This paper investigates, through a semiological perspective, firstly the ability of a preschool child to perceive advertisements for adults as an integrated discourse (perception of the conative function of the images, perception of the metonymic function of the images, perception of the sender of the advertising message, etc.), and secondly the child's emotional involvement in this discourse. Our sample consists of 96 children, aged four to six from different kindergartens of Greece. Our findings are discussed on the basis of the goals of Media Education.									3	0	0	0	0	3			1350-293X			WOS:000257855900004		
J	Dutrow, Barbara L.								Visual communication: Do you see what I see?								ELEMENTS				3	2			119	126		10.2113/gselements.3.2.119					APR 2007	2007	Visual displays of data, images of subatomic to planetary-scale features, and animations of geological processes are widely used to enrich our disciplines. However, their communicative power may be dramatically different to a student and to an expert because of the need for prior knowledge and inference when interpreting visuals. To "see" equivalent visual information, the non-expert must learn the visual language of the expert. Teaching visual literacy is important to instruction at all levels and is as fundamental to a discipline as its vocabulary. The underlying foundations of visual literacy and the recognition of what one "sees" and interprets in a visual depiction are critical for enhancing student learning and for effective communication in our visually rich discipline.									8	0	0	0	0	8			1811-5209			WOS:000245882500013		
J	Yi, Sung-Do; 박상돈								Visual Literacy and its Art Educational Approach- Making and Implicating Documentary-Based Camera Phone Photographs -			비주얼 리터러시의 미술교육적 접근- 휴대폰 카메라를 이용한 다큐멘터리 사진의 제작과 활용을 중심으로 -					Art Education Research Review	미술교육논총			21	2			189	216							2007	2007	Today, visual culture has developed systematically, embracing a vast and various cultural spectrum with extensive categories. It has developed new categories that covers all traits not only as a media for only delivering information or getting information through visual cognition but as multiple media.The development of the image making mediums and the fast development of Internet use makes it possible to produce and share visual culture easily. Youth culture has taken a major role as an active producer as well as active consumer of visual cultures easily. They have been shown the powerful use of this medium by producing and using various visual culture tools .Visual culture in the digital age leads to a culture where students exist in a culture where they are exposed to and use visual images for communication.This has created an educational necessity for instruction in visual literacy. but visual literacy and visual culture have not been used as a curriculum actively in today’s art classes. therefore the main work that art education has to accomplish is to establish real curriculum which can increase visual literacy and also to look for educational uses for visual culture. so the ultimate purpose of this thesis is to find out a concrete educational method to increase visual literacy and the justifiability that visual culture education should be included in art classes. This is the lesson plan which consists of students using camera phones to take and use documentary photographs which we can utilize to discuss visual cultures and visual literacy. the medium to be used by the students is the camera phone due to its common usage and availability.				오늘날 시각문화는 문화의 다양한 스팩트럼과 광범위한 범주를 모두 아우르는 총체적 형태로 진화하고 있다. 시각적 인지를 통한 정보 전달과 수용이라는 단편성을 벗어나 복합 매체적 특징을 모두 아우르는 새로운 범주를 스스로 형성해 가고 있는 것이다. 이미지 저작 매체의 발달과 인터넷의 급속한 발달은 시각문화 생산과 공유의 대중화를 가져왔고 청소년들은 이러한 시각문화에 대한 가장 적극적인 수용자이자 다양한 시각문화를 생산하고 활용하는 매체적 역량을 보여주고 있다. 시각문화가 곧 문화로 직결되는 이러한 상황에서 비주얼 리터러시(visual literacy)에 대한 교육적 접근이 요구되고 있는 것이 현실이다. 하지만 현재의 미술교육은 시각문화와 비주얼 리터러시를 교실수업의 상황에 적극적으로 수용하지 못하고 있다. 따라서 미술교육의 당면 과제는 시각문화에 대한 교육적 방안을 모색하고 비주얼 리터러시를 신장시킬 수 있는 실제적 교육과정을 확립하는데 있다. 본고는 바로 이러한 문제의식을 바탕으로 시각문화 교육을 미술이라는 교과영역에서 수용해야 하는 당위성과 비주얼 리터러시의 신장을 위한 구체적인 교육 방법에 대해 모색하고자 한다. 청소년들의 삶 속에 일상화 되어있는 매체인 휴대폰 카메라를 활용하여 시각문화와 비주얼 리터러시를 논할 수 있는 다큐멘터리 사진을 제작하고 활용하는 수업방안의 예시가 바로 그것이다.					0	0	0	0	0	0			1229-0440			KJD:ART001076827		
J	임헌우								A Study on Emphasis of Image Using a Technique of Photo-Collage in Advertisements			광고에 있어서 포토콜라주 기법을 사용한 이미지 강조에 관한 연구					Journal of Digital Design	디지털디자인학연구			7	4			317	326							2007	2007	Today people live in a flood of visual image atthe so-caled age of competition for image. It istherefore impossible for image consumers to payattention to numerous advertisements to whichthey are xposed on a daily basis or tounderstand their mesage concretely. Theconsumers respond only selectively to such visualstimuli which approach them. Advertisementshave been confronted with a situation in whichthe targeted persuasive fects cannot be ensured.So companies cannot help finding out a methodfor differentiated visual expresion which canprimarily arouse consumers' interest.The purpose of this study is to pay atention tophoto-colage, one of visuality-based expresiontechniques, and examine phenomena where this isintroduced into advertisements and visualcomunication while visuality-basedcomunication comprises a wider part.Advertisements have adopted pure art directly orindirectly as a means of arousing consumers'interest. In particular, a David Hockney-stylephoto-colage expresion technique is frequentlyadopted for advertisements ince it can create am e s a g e d e s i r e d b y a c o m p a n y e f e c t i v e l y a n darouse strong visual atention. While visualliteracy, which means an ability to read andwrite a visual image, becomes more important, itis judged that a profesional research on photoscomprising the most part of visual imageconstruction, particularly photo-colage, ismeaningful which can reveal the structure ofvisuality in advertisements and visualcomunication.(Keyword)이미지 강조 포토콜라주 중첩 시공간 표현 기법, , ,비주얼 리터러시(Visual Literacy)				)오늘날 사람들은 이미지의 경쟁시대 라고 불릴 만큼 수많‘ ’은 시각 이미지의 홍수 속에서 살고 있다 따라서 이미.지의 수용자들이 매일 노출되는 수많은 광고에 주목한다거나 그 메시지를 구체적으로 이해한다는 것은 불가능하다 소비자들은 자신에게 접근하는 이러한 시각적 자극.에 선택적으로 반응할 뿐이다 광고는 목표한 설득효과.를 담보할 수 없는 상황에 봉착 했다 따라서 기업( ) .逢着의 입장에서는 일차적으로 소비자들의 관심을 끌 수 있는 차별화된 비주얼 표현 방법을 모색하지 않을 수 없는상황에 이르게 되었다.본 논문은 비주얼 중심의 커니케이션이 차지하는 비중이확대되고 있는 현 시점에서 비주얼뮤 중심의 표현방법중의 하나인 포토콜라주에 주목하고 이것이 광고 및 시,각커뮤니케이션에 수용되는 현상을 중심으로 연구하고자한다 광고에서는 소비자의 주의를 끌기 위한 방법으로.순수미술을 직접 혹은 간접적으로 차용해 왔다 특히 광.고에서 데이비드 호크니 스타일의 포토콜라주 표현기법은 기업이 원하는 메시지를 효과적으로 강조할 수 있고,강렬한 시각적 주목을 끌 수 있다는 점에서 빈번하게 차용되고 있다 특히 시각적인 이미지를 읽고 쓸 수 있 는 . “능력 인 비주얼 리터러시 의 중요성이(Visual Literacy) ”확대되고 있는 시점에서 시각적 이미지 구성의 대부분을차지하는 사진 특히 포토콜라주에 관한 전문적인 연구,는 광고 및 시각커뮤니케이션에서 비주얼의 구조를 밝힐수 있는 유의미한 것으로 판단된다.					0	0	0	0	0	0			1598-2319			KJD:ART001091639		
J	정형철								Digital Storytelling and Narrative Images			디지털 스토리텔링과 내러티브 이미지					Korean Literary Theory and Criticism	한국문학이론과 비평			11	3			9	32							2007	2007										0	0	0	0	0	0			1598-3501			KJD:ART001092448		
J	Lee, Joo-Ha								The Epistemological Study about Activities to Appreciate Works of Visual Arts and Its Educational Reasonability			명화감상활동의 인식론적 고찰과 교육적 적합성					Philosophy of Education	교육철학			33				231	254							2007	2007	The Epistemological Study about Activities to Appreciate Works of Visual Arts and Its Educational ReasonabilityLee, Joo Ha This article discussed a theoretical base to appreciate works of visual arts in the perspective of educational epistemology. The visual images, envisaged as an instrument of learning possess several positive aspects in the educational aims and methods. The art image wakes the consciousness of the spectator in the scope of self control. The Activities to appreciate works of visual arts develop all the affective and cognitive learning that art education seemingly menace. Therefore, it necessitates the visual literacy in art education. They correspond to develop the attention to understand visual messages, to receive them socio-historically and to use them meaningfully.									0	0	0	0	0	0			1738-186X			KJD:ART001230199		
J	Kulcsár, João								Alfabetização visual de jovens imigrantes brasileiros nos EUA								Estudos Avançados				20	57			93	98		10.1590/S0103-40142006000200008					2006-08	2006	THIS ARTICLE focuses on the use of visual literacy as a tool to analyse the question of immigration with young undocumented Brazilians, living in the Boston area of the United States. In the project "Identities: Ruptures & Permanence", developed in the University of Harvard, they expressed their current situation through the use of Photographs.		ESTE ARTIGO enfoca o uso da alfabetização visual como ferramenta para discutir a questão da imigração com jovens brasileiros não-documentados, moradores na região de Boston, Estados Unidos. Por meio do projeto "Identidades: rupturas & permanências", desenvolvido na Universidade de Harvard, os alunos expressaram por fotografias a atual situação em que se encontram.							0	0	0	0	0	0			1806-9592			SCIELO:S0103-40142006000200008		
J	Schonborn, KJ; Anderson, TR								The importance of visual literacy in the education of biochemists								BIOCHEMISTRY AND MOLECULAR BIOLOGY EDUCATION				34	2			94	102		10.1002/bmb.2006.49403402094					MAR-APR 2006	2006	Visualization is an essential skill for all students and biochemists studying and researching the molecular and cellular biosciences. In this study, we discuss the nature and importance of visualization in biochemistry education and argue that students should be explicitly taught visual literacy and the skills for using visualization tools as essential components of all biochemistry curricula. We suggest that, at present, very little pedagogical attention has been given to this vital component of biochemistry education, although a large diversity of static, dynamic, and multimedia visual displays continues to flood modern educational resources at an exponential rate. Based on selected research findings from other science education domains and our own research experience in biochemistry education, 10 fundamental guidelines are proposed for the promotion of visualization and visual literacy among students studying in the molecular and cellular biosciences.									76	1	0	4	2	77			1470-8175			WOS:000236031100006	21638645	
J	Curran, Kevin; Casey, Michelle					Curran, Kevin/0000-0001-5237-5355			Expressing emotion in electronic mail								KYBERNETES				35	5-6			616	631		10.1108/03684920610662368					2006	2006	Purpose - Electronic mail (e-mail) and messaging systems are a powerful means of communication which are fast become a primary means of communication. This paper aims to describe the need for expression in e-mail.Design/methodology/approach - This paper describes the need for expression in e-mail and the development of a personalised e-mail system. A survey is carried out to comprehend the derived meanings from visuals; as a result the prototype is formed.Findings - This paper presents a prototype which utilises the idea of reading pictures as sentences and the semiotic and linguistic meaning derived from those sentences. The system aims to interpret the sender's thoughts and convey their emotion and personality through a combination of graphical components, image, and expressive typography. In contrast with the new developing successful language that is rapidly spreading in the use of mobile devices, this personalized e-mail introduces a visual language that people will acquire in using their e-mails. Initial findings are presented from exercises of visual literacy, where the viewer has to play a series of matching games with words and images in order to derive each user's meanings and interpretations.Research limitations/implications - This interactive piece is attempting to transform the static nature of e-mail into a more dynamic form that can offer new ways to interpret verbal information visually. The device will instill the user's message with more authentic personalities and expressions.Practical implications - Cognitive semiotics is something designers explore over time with intuition and experience. Introducing and equipping young designers in college, with regard to semiotics would speed up this essential and unavoidable mental process.Originality/value - This research will accelerate the coming of emotion to computer systems. Graphic design should be viewed from a structuralism perspective as a language system, to extend the understanding of language from a spoken and written system of signs to a manner of visual signals. Designers play a part in reinventing and redefining signs and symbols.									1	0	0	0	0	1			0368-492X			WOS:000238997900002		
